geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TE3G09230,654.869026,-0.59493617,0.100557038,-5.916405063,3.29E-09,8.35E-09
TE1G28460,422.5818276,-0.783621573,0.132474095,-5.915281557,3.31E-09,8.41E-09
TE1G30050,12846.71665,0.479226863,0.081015858,5.915222982,3.31E-09,8.41E-09
TE4G35710,52337.56424,0.353561372,0.059772585,5.915109242,3.32E-09,8.41E-09
TE4G13190,3093.143412,-0.374757081,0.06335776,-5.91493581,3.32E-09,8.42E-09
TE4G18390,51.75626426,2.186776421,0.370029231,5.909739654,3.43E-09,8.69E-09
TE2G11540,404.3577122,-0.695915623,0.117785237,-5.908343356,3.46E-09,8.76E-09
TE3G26560,256.0680438,-0.856005458,0.144907251,-5.907264496,3.48E-09,8.82E-09
TE2G42410,299.2392256,0.86039546,0.14572701,5.90415916,3.54E-09,8.98E-09
TE1G07360,65.65863393,1.725431328,0.29233546,5.902230711,3.59E-09,9.09E-09
TE4G26180,275.9231609,-0.869511588,0.147384955,-5.899595321,3.64E-09,9.23E-09
TE4G03290,3520.805034,1.14704934,0.194445737,5.899071663,3.66E-09,9.26E-09
TE4G33300,4951.878697,0.356471015,0.060432252,5.898688298,3.66E-09,9.28E-09
TE4G21370,236.847209,-0.983222962,0.166749596,-5.896403871,3.72E-09,9.41E-09
TE4G15710,76.115151,-1.655511308,0.28080473,-5.895596227,3.73E-09,9.45E-09
TE3G32660,103.6958442,-1.435968865,0.243573312,-5.895427772,3.74E-09,9.46E-09
TE4G14950,101.386642,1.443494389,0.244897207,5.894286849,3.76E-09,9.52E-09
TE2G39750,2036.070798,0.398714454,0.067649955,5.893787445,3.77E-09,9.55E-09
TE4G33660,459.6012417,0.744957916,0.126411202,5.893132126,3.79E-09,9.59E-09
TE4G06910,65.9016426,1.765745503,0.299660188,5.892492809,3.80E-09,9.62E-09
TE4G10090,29.18019077,2.975169688,0.50512074,5.890016889,3.86E-09,9.76E-09
TE1G24670,49.14372013,2.05504574,0.34894516,5.889308619,3.88E-09,9.80E-09
TE1G06600,283.2336371,-0.848687828,0.144179246,-5.886338352,3.95E-09,9.98E-09
TE2G07130,2247.872606,0.380268819,0.064612561,5.885369888,3.97E-09,1.00E-08
TE1G08650,152.7505532,-1.128795505,0.191830447,-5.884339634,4.00E-09,1.01E-08
TE4G04900,244.2045368,0.939505968,0.159693424,5.883185073,4.02E-09,1.02E-08
TE2G21400,23.15747707,5.097444952,0.866681052,5.881569627,4.06E-09,1.03E-08
TE1G40780,687.7256329,-0.555224631,0.094404408,-5.881342216,4.07E-09,1.03E-08
TE2G31180,29.89872837,2.700007101,0.460161525,5.867520322,4.42E-09,1.12E-08
TE1G41750,6410.120765,0.394282328,0.067209837,5.866437815,4.45E-09,1.12E-08
TE4G02870,32.60324879,2.525575514,0.430782842,5.862757912,4.55E-09,1.15E-08
TE3G28730,601.3734077,0.604482102,0.103138871,5.860856293,4.60E-09,1.16E-08
TE4G20040,79.40332591,-1.780814921,0.303867079,-5.860506267,4.61E-09,1.16E-08
TE4G06080,105.4298569,1.392086,0.237628155,5.858253618,4.68E-09,1.18E-08
TE3G12270,933.6465117,-0.516391655,0.088166885,-5.856979666,4.71E-09,1.19E-08
TE1G11700,27.20622343,2.946535193,0.503238837,5.855142679,4.77E-09,1.20E-08
TE2G15010,1308.579397,-0.477866904,0.081637906,-5.853492882,4.81E-09,1.21E-08
TE2G42060,20.67154056,4.576771875,0.781888357,5.853485132,4.81E-09,1.21E-08
TE1G24030,82.20869733,-1.468471634,0.250904022,-5.85272258,4.84E-09,1.22E-08
TE4G35840,70.68121762,-1.644363663,0.281019607,-5.851419699,4.87E-09,1.23E-08
TE4G19060,21.8288919,-3.96898006,0.679052384,-5.844880531,5.07E-09,1.28E-08
TE3G31640,16.27902655,-7.488440668,1.281336796,-5.844240713,5.09E-09,1.28E-08
TE3G16440,21.36097052,3.732422174,0.638799856,5.842866339,5.13E-09,1.29E-08
TE1G08400,190.26866,-2.559967071,0.438203494,-5.841959519,5.16E-09,1.30E-08
TE4G02740,88.0389935,1.418630075,0.242839778,5.841835657,5.16E-09,1.30E-08
TE4G09530,1590.778493,-0.426585017,0.073027332,-5.841443296,5.18E-09,1.30E-08
TE1G07460,2989.04695,-0.376950289,0.064537468,-5.840797607,5.20E-09,1.31E-08
TE2G14070,335.3319161,0.931552254,0.159564497,5.83809224,5.28E-09,1.33E-08
TE1G52270,75.99195654,1.817006241,0.311237605,5.838003551,5.28E-09,1.33E-08
TE2G23360,83.17327797,-1.547271397,0.265071171,-5.83719229,5.31E-09,1.33E-08
TE1G04340,191.4778598,-0.962155399,0.164873327,-5.835725022,5.36E-09,1.35E-08
TE2G30320,232.0785046,-0.929382987,0.159332218,-5.832988461,5.44E-09,1.37E-08
TE2G27930,292.4462048,0.844364823,0.144759523,5.83287927,5.45E-09,1.37E-08
TE3G22420,71.11811846,1.786515358,0.306413973,5.830397811,5.53E-09,1.39E-08
TE2G06420,78.34252835,1.619501982,0.277771731,5.830334061,5.53E-09,1.39E-08
TE3G15700,589.5895895,0.680916858,0.116808636,5.829336626,5.56E-09,1.40E-08
TE2G36070,2358.117215,-0.406012677,0.069680399,-5.826784644,5.65E-09,1.42E-08
TE3G15080,444.6803214,-0.679259369,0.116579727,-5.826565079,5.66E-09,1.42E-08
TE1G35950,113.9929001,-1.344878468,0.230893808,-5.824662351,5.72E-09,1.44E-08
TE2G10400,3956.169338,-0.383531123,0.065874855,-5.82211712,5.81E-09,1.46E-08
TE4G03420,176.2360623,1.094572252,0.188030273,5.821255459,5.84E-09,1.47E-08
TE4G32440,1856.300877,-0.42426987,0.072902968,-5.81965154,5.90E-09,1.48E-08
TE1G49820,982.1138501,-0.508244396,0.087347978,-5.818616628,5.93E-09,1.49E-08
TE1G15800,1075.980479,-0.51042722,0.087744213,-5.817218081,5.98E-09,1.50E-08
TE3G06620,1702.623994,-0.415559353,0.07148173,-5.813504414,6.12E-09,1.53E-08
TE1G47000,1134.769813,-0.487642488,0.083938658,-5.809510164,6.27E-09,1.57E-08
TE4G17650,44.68325562,2.154626765,0.3709811,5.807915179,6.33E-09,1.59E-08
TE3G24010,114.2669338,-1.328917248,0.228878744,-5.806206477,6.39E-09,1.60E-08
TE3G02770,62.89292592,-1.737668815,0.299326934,-5.805253771,6.43E-09,1.61E-08
TE4G36150,57.11163327,-1.770201384,0.305104423,-5.801952548,6.55E-09,1.64E-08
TE2G22860,119.2884821,1.259384882,0.217090021,5.801210373,6.58E-09,1.65E-08
TE2G36180,87.82872502,1.458957072,0.251501376,5.800990421,6.59E-09,1.65E-08
TE3G25640,197.7581525,-0.935298758,0.161291065,-5.798825597,6.68E-09,1.67E-08
TE1G00570,42.38898567,-2.212517705,0.381576246,-5.798363318,6.70E-09,1.68E-08
TE4G25300,797.4723788,-0.561177232,0.096808712,-5.796763747,6.76E-09,1.69E-08
TE1G05750,615.186702,-0.587155273,0.101303399,-5.796007627,6.79E-09,1.70E-08
TE1G00960,257.3592002,-0.94957132,0.163844358,-5.795569247,6.81E-09,1.70E-08
TE1G45100,579.347985,-0.612262486,0.10570544,-5.79215685,6.95E-09,1.74E-08
TE2G26970,82.37253069,1.603745757,0.276908191,5.791615461,6.97E-09,1.74E-08
TE1G19260,106.7337138,1.294385172,0.223529552,5.790666866,7.01E-09,1.75E-08
TE1G49390,93.05545226,-1.363844836,0.235630181,-5.788073629,7.12E-09,1.78E-08
TE1G23740,239.8209329,-1.15657716,0.199834219,-5.787683237,7.14E-09,1.78E-08
TE1G54450,82.8172939,-1.49208925,0.257812754,-5.787492004,7.14E-09,1.79E-08
TE1G07990,1770.350794,-0.398287435,0.068854552,-5.784475037,7.27E-09,1.82E-08
TE4G36440,35.10378174,2.375417884,0.410693438,5.78391975,7.30E-09,1.82E-08
TE1G15780,230.703029,-0.920567473,0.159186407,-5.782952782,7.34E-09,1.83E-08
TE2G42910,85.8317453,1.461224811,0.252773276,5.780772533,7.44E-09,1.86E-08
TE1G31260,428.047194,-0.811191145,0.140458911,-5.775291432,7.68E-09,1.92E-08
TE2G14990,63.20992499,1.760558463,0.304849075,5.775180592,7.69E-09,1.92E-08
TE1G43550,106.5639096,-1.382903306,0.239569344,-5.772455198,7.81E-09,1.95E-08
TE4G29540,160.3578121,-1.176696202,0.20387723,-5.771592058,7.85E-09,1.96E-08
TE1G46650,52.45970622,1.866810647,0.323566368,5.76948297,7.95E-09,1.98E-08
TE4G27130,25.82808917,7.166349714,1.242656146,5.766961148,8.07E-09,2.01E-08
TE2G02260,650.6486478,-0.843560087,0.14629285,-5.766242741,8.11E-09,2.02E-08
TE2G05330,1340.662875,-0.456388877,0.079177589,-5.764116876,8.21E-09,2.05E-08
TE2G17520,303.8119257,-0.804874751,0.139644892,-5.763724954,8.23E-09,2.05E-08
TE3G04980,836.669517,-0.570125003,0.098917653,-5.763632514,8.23E-09,2.05E-08
TE2G34550,2031.287713,0.402608272,0.069872636,5.762030688,8.31E-09,2.07E-08
TE1G22260,28.22491187,2.746243093,0.476665646,5.761361483,8.34E-09,2.08E-08
TE3G06190,1452.698048,0.532564065,0.092449334,5.760604682,8.38E-09,2.09E-08
TE4G32170,61.08982246,1.776535226,0.308521104,5.758229196,8.50E-09,2.12E-08
TE1G49680,1841.293826,0.409354995,0.071160007,5.752599123,8.79E-09,2.19E-08
TE2G23130,56.96929424,-4.958515407,0.862464976,-5.749236835,8.96E-09,2.23E-08
TE2G07250,32.43967933,2.466031372,0.428996795,5.748367824,9.01E-09,2.24E-08
TE1G37640,1468.136553,0.474739247,0.082644832,5.744330732,9.23E-09,2.30E-08
TE2G07040,140.7000209,1.253131522,0.218299198,5.740431165,9.44E-09,2.35E-08
TE1G13930,1091.389478,0.496351576,0.086486806,5.739043929,9.52E-09,2.37E-08
TE3G00730,32.63981902,2.63471444,0.459165591,5.738048513,9.58E-09,2.38E-08
TE4G34250,23.90417122,3.336688572,0.581721851,5.735883169,9.70E-09,2.41E-08
TE2G01330,41.72604496,-2.112789693,0.368786187,-5.729036957,1.01E-08,2.51E-08
TE1G52130,55.70991538,-1.875482429,0.327718028,-5.72285401,1.05E-08,2.60E-08
TE1G53620,402.4124392,0.766247459,0.133927664,5.721353107,1.06E-08,2.63E-08
TE2G18340,99.14780329,1.313037822,0.229578787,5.71933426,1.07E-08,2.66E-08
TE1G44240,294.7950312,-0.776913269,0.135866795,-5.718198252,1.08E-08,2.67E-08
TE2G30310,67.38819949,1.633042019,0.285669583,5.716541476,1.09E-08,2.70E-08
TE1G40020,22.30844987,3.486873153,0.610009873,5.716092982,1.09E-08,2.71E-08
TE4G06550,3364.487751,0.337743793,0.059104978,5.714303658,1.10E-08,2.73E-08
TE4G15670,1690.804242,-0.396026331,0.069349958,-5.710548969,1.13E-08,2.79E-08
TE1G52250,45.07147051,2.041481,0.357506908,5.710326019,1.13E-08,2.80E-08
TE3G30750,19.7336312,-4.861712764,0.851618272,-5.70879339,1.14E-08,2.82E-08
TE1G53480,108.8782876,-1.466513724,0.257160287,-5.702722377,1.18E-08,2.92E-08
TE4G16340,113.8040287,-1.798029296,0.315319996,-5.702236841,1.18E-08,2.93E-08
TE4G09960,4934.180017,-0.311534343,0.054651296,-5.700401796,1.20E-08,2.96E-08
TE2G16360,35.21543349,2.408816112,0.42260416,5.699934688,1.20E-08,2.97E-08
TE3G02230,24.84415601,-3.186731459,0.559191738,-5.698817137,1.21E-08,2.99E-08
TE2G07550,254.7014045,0.826485032,0.145080348,5.696740051,1.22E-08,3.03E-08
TE3G19060,26.67767165,-3.080985058,0.540913728,-5.695889936,1.23E-08,3.04E-08
TE1G18640,3099.066913,-0.405024427,0.071112208,-5.695568189,1.23E-08,3.05E-08
TE2G39440,169.6640773,0.984868314,0.172943816,5.694729855,1.24E-08,3.06E-08
TE1G16690,62.11429727,1.727674013,0.303425485,5.693898825,1.24E-08,3.07E-08
TE3G22270,449.0039971,-0.626151859,0.110109284,-5.686639982,1.30E-08,3.21E-08
TE3G34060,14.62239014,7.316621082,1.287379136,5.683346016,1.32E-08,3.27E-08
TE2G40050,32.6842592,-2.487570756,0.437700377,-5.683273048,1.32E-08,3.27E-08
TE2G11220,34.82737967,2.36115711,0.415640153,5.680772397,1.34E-08,3.32E-08
TE2G06950,2482.9649,0.363906007,0.064106971,5.676543426,1.37E-08,3.40E-08
TE2G16720,329.7117509,0.769131576,0.135538532,5.674634118,1.39E-08,3.44E-08
TE1G39510,55.25463026,-2.002800587,0.35294881,-5.674478939,1.39E-08,3.44E-08
TE3G14780,1790.753183,0.45015271,0.079376137,5.671134025,1.42E-08,3.51E-08
TE1G25290,144.1703972,1.21258957,0.213825703,5.67092522,1.42E-08,3.51E-08
TE3G19460,190.081409,-1.00040137,0.17651619,-5.667476546,1.45E-08,3.58E-08
TE4G07010,874.439987,-0.487961286,0.086108696,-5.666806106,1.45E-08,3.60E-08
TE2G02470,32.44143043,2.542288975,0.448727718,5.665549225,1.47E-08,3.62E-08
TE1G20540,3569.11902,0.424917999,0.075010192,5.664803505,1.47E-08,3.64E-08
TE3G18740,1093.226097,-0.70906036,0.125220901,-5.662476105,1.49E-08,3.68E-08
TE4G28210,1997.229575,-0.411112099,0.072603824,-5.662402794,1.49E-08,3.69E-08
TE1G46450,2992.920583,-0.374944927,0.066231917,-5.661091237,1.50E-08,3.71E-08
TE3G17490,45.29210882,-2.112637145,0.373246783,-5.660161691,1.51E-08,3.73E-08
TE2G41270,14.34721563,-7.310277723,1.291564773,-5.660016345,1.51E-08,3.74E-08
TE2G33100,118.635159,1.227785067,0.217026645,5.657301057,1.54E-08,3.79E-08
TE1G53370,100.6734386,1.280313284,0.226317138,5.657164526,1.54E-08,3.80E-08
TE4G02050,1243.289325,-0.588732084,0.104070768,-5.657036041,1.54E-08,3.80E-08
TE4G22280,62.8646984,1.622812875,0.286954261,5.655301541,1.56E-08,3.84E-08
TE3G27460,19015.90165,-0.304438003,0.053839306,-5.654567724,1.56E-08,3.85E-08
TE1G17520,2102.57575,1.45491559,0.257409105,5.652152779,1.58E-08,3.91E-08
TE3G24750,830.3369407,-0.557756962,0.098700435,-5.651008137,1.60E-08,3.93E-08
TE3G19110,1754.977771,-0.392955201,0.069550723,-5.649908204,1.61E-08,3.96E-08
TE4G34760,83.01568069,-1.4487083,0.256443902,-5.649221098,1.61E-08,3.97E-08
TE3G31150,106.7642053,1.225224752,0.21694752,5.64756283,1.63E-08,4.01E-08
TE4G24320,102.4871869,-1.362405592,0.241285993,-5.646434648,1.64E-08,4.03E-08
TE2G30790,247.6230624,0.947903385,0.16787982,5.64632118,1.64E-08,4.04E-08
TE2G04120,142.8179987,1.131368534,0.200478892,5.64332994,1.67E-08,4.11E-08
TE4G13110,920.4899923,-0.577959055,0.102424534,-5.642779472,1.67E-08,4.12E-08
TE1G12230,2201.126304,0.36201412,0.064156613,5.642662617,1.67E-08,4.12E-08
TE2G13290,340.7698599,-0.787815664,0.139623315,-5.642436341,1.68E-08,4.13E-08
TE1G24730,87.43641058,-1.44250327,0.255662278,-5.64222176,1.68E-08,4.13E-08
TE4G07470,100.2433656,1.286631791,0.228137674,5.63971643,1.70E-08,4.19E-08
TE3G25290,2305.477807,-0.41659848,0.0738737,-5.639334157,1.71E-08,4.20E-08
TE3G08130,183.4252019,1.060174133,0.188039481,5.63804008,1.72E-08,4.23E-08
TE1G36620,846.492646,0.495577588,0.087904496,5.6376819,1.72E-08,4.24E-08
TE4G19270,14.05234746,-7.279739893,1.291440517,-5.636914591,1.73E-08,4.25E-08
TE4G03330,411.6326234,-0.692532915,0.122863682,-5.636595803,1.73E-08,4.26E-08
TE3G22220,1321.577485,0.467651143,0.082993194,5.634813139,1.75E-08,4.31E-08
TE1G03360,813.1622651,0.554729733,0.098524129,5.6303947,1.80E-08,4.42E-08
TE4G34080,423.1298227,-0.737691941,0.131040417,-5.629499326,1.81E-08,4.44E-08
TE1G49990,23.20759215,3.280206322,0.582702096,5.629302426,1.81E-08,4.44E-08
TE3G02050,23.20290361,-3.180190792,0.565377618,-5.624896867,1.86E-08,4.56E-08
TE1G27690,44.82712442,2.093501217,0.372272765,5.623568018,1.87E-08,4.59E-08
TE1G41900,1747.646202,0.41088815,0.073120997,5.619290841,1.92E-08,4.71E-08
TE1G02310,19.9931042,5.300231679,0.943725135,5.616287501,1.95E-08,4.79E-08
TE4G02880,22.85040736,3.133686792,0.558072927,5.615192282,1.96E-08,4.82E-08
TE2G11050,10645.19064,-0.288893075,0.051451454,-5.614867091,1.97E-08,4.82E-08
TE1G47670,410.0239412,-0.671630824,0.119685574,-5.611627221,2.00E-08,4.91E-08
TE1G24780,74.12821685,1.475104133,0.26298968,5.608981052,2.04E-08,4.99E-08
TE2G40030,1008.876958,0.485716504,0.086640817,5.60609329,2.07E-08,5.07E-08
TE3G12160,2034.550447,0.399607742,0.071282444,5.605977017,2.07E-08,5.07E-08
TE4G26330,182.1231897,-1.013694222,0.180849647,-5.605176665,2.08E-08,5.10E-08
TE4G36910,1137.507127,-0.535184486,0.09548118,-5.605130607,2.08E-08,5.10E-08
TE4G35900,1507.161436,0.416485368,0.07432206,5.603792074,2.10E-08,5.14E-08
TE4G26240,109.7319919,1.28065747,0.228690561,5.599957713,2.14E-08,5.25E-08
TE3G07720,515.5981895,-0.744819492,0.133081094,-5.596734052,2.18E-08,5.35E-08
TE2G22800,1551.261772,-0.420206743,0.075108799,-5.594640717,2.21E-08,5.41E-08
TE4G08320,3284.323346,0.384537,0.068750198,5.593249354,2.23E-08,5.45E-08
TE4G28300,1460.500305,0.4272073,0.076401589,5.591602268,2.25E-08,5.51E-08
TE1G42960,743.6509405,0.737626319,0.131935832,5.590795994,2.26E-08,5.53E-08
TE2G01450,173.4640791,-1.023576842,0.183210071,-5.586902696,2.31E-08,5.65E-08
TE1G48310,1189.458302,-0.479117623,0.085761723,-5.586613746,2.32E-08,5.66E-08
TE2G42890,55.63192656,-1.839951088,0.32956938,-5.582894523,2.37E-08,5.78E-08
TE4G13280,422.0273256,-0.670212271,0.120118535,-5.579590803,2.41E-08,5.89E-08
TE1G42130,145.6066354,-1.124057127,0.2015559,-5.576900135,2.45E-08,5.98E-08
TE2G25770,41.45925961,2.030177147,0.364084645,5.576113067,2.46E-08,6.01E-08
TE3G00950,43.92649881,-2.051271718,0.367904328,-5.575557457,2.47E-08,6.03E-08
TE1G18740,363.0356641,-0.760771496,0.136504898,-5.573217572,2.50E-08,6.11E-08
TE4G06110,589.2890166,-0.687932144,0.123529652,-5.568963647,2.56E-08,6.26E-08
TE4G22930,6019.835052,-0.295082123,0.053030606,-5.564373998,2.63E-08,6.42E-08
TE3G22580,99.33300747,1.269483773,0.228203165,5.562954266,2.65E-08,6.48E-08
TE2G35360,355.192394,-0.691601673,0.124323966,-5.562899035,2.65E-08,6.48E-08
TE1G44710,409.9659847,-0.751912042,0.135191792,-5.561817267,2.67E-08,6.52E-08
TE3G00750,24.60181089,-2.981575888,0.536358406,-5.558924507,2.71E-08,6.62E-08
TE1G41740,1211.094666,-0.466736819,0.084000933,-5.556328997,2.76E-08,6.72E-08
TE1G15340,374.0775178,-0.682524591,0.122849946,-5.555758157,2.76E-08,6.74E-08
TE1G05940,637.7927686,-0.567627628,0.102234731,-5.552199586,2.82E-08,6.88E-08
TE1G14860,489.4067625,0.65049547,0.117209122,5.549870672,2.86E-08,6.97E-08
TE4G17580,373.8115325,-0.694185816,0.125103455,-5.548894057,2.87E-08,7.01E-08
TE4G13350,795.5990774,-0.551885534,0.099480274,-5.547688111,2.89E-08,7.06E-08
TE2G14420,251.5524989,-0.904853882,0.163331108,-5.539997192,3.02E-08,7.37E-08
TE3G34610,51.38086087,-2.06697644,0.373217154,-5.538267513,3.05E-08,7.44E-08
TE4G04020,1607.47702,0.402446865,0.0726727,5.537799789,3.06E-08,7.46E-08
TE4G22420,19.51398475,-4.828416475,0.871946642,-5.537513698,3.07E-08,7.47E-08
TE4G13410,340.3029025,-0.693123965,0.125237839,-5.534461247,3.12E-08,7.60E-08
TE2G09280,6411.458408,0.313735928,0.056687817,5.534450721,3.12E-08,7.60E-08
TE2G18310,33.41309126,2.367712973,0.427856455,5.533895649,3.13E-08,7.62E-08
TE1G18610,3114.512051,0.364080931,0.065793698,5.533674874,3.14E-08,7.63E-08
TE1G17630,74.19543279,1.447128358,0.261520651,5.533514668,3.14E-08,7.64E-08
TE4G12200,29.95448797,2.67929977,0.484398759,5.53118628,3.18E-08,7.74E-08
TE1G29000,23.43045249,-2.984395424,0.539723565,-5.529488833,3.21E-08,7.81E-08
TE3G36580,19.64731596,-4.842119121,0.876113229,-5.526818865,3.26E-08,7.93E-08
TE1G37350,420.6268842,-0.665070056,0.120342757,-5.526465185,3.27E-08,7.94E-08
TE1G26060,258.95527,-0.818278118,0.148091129,-5.525503959,3.29E-08,7.99E-08
TE3G32330,84.27992607,1.397069978,0.252880032,5.524635413,3.30E-08,8.03E-08
TE4G04710,2766.91112,-0.366651064,0.066437989,-5.518696013,3.42E-08,8.30E-08
TE1G31290,60.63682437,1.690526576,0.306405775,5.517280402,3.44E-08,8.36E-08
TE2G36000,416.1912321,-0.672784228,0.121950373,-5.516868984,3.45E-08,8.38E-08
TE1G20340,233.8187425,0.818708064,0.148493389,5.513431068,3.52E-08,8.55E-08
TE3G35970,35.51668313,-2.185822067,0.396601375,-5.511382983,3.56E-08,8.65E-08
TE1G07600,1102.781008,-0.489617309,0.088838032,-5.511347966,3.56E-08,8.65E-08
TE1G15680,552.3477984,0.566542678,0.102796993,5.511276732,3.56E-08,8.65E-08
TE1G17180,79.07301138,-1.818165813,0.329915361,-5.511006839,3.57E-08,8.66E-08
TE4G02370,4363.857038,0.371378312,0.067413381,5.508970284,3.61E-08,8.76E-08
TE3G34620,27.99835999,3.073559742,0.558238055,5.505822676,3.67E-08,8.91E-08
TE2G09480,264.0695615,-0.800097239,0.145449388,-5.500863562,3.78E-08,9.17E-08
TE1G14450,708.2404714,0.522983002,0.095075348,5.500721396,3.78E-08,9.17E-08
TE1G30890,209.1011842,-0.864348341,0.157137058,-5.500601523,3.78E-08,9.18E-08
TE3G31750,109.5471635,1.214716497,0.220860664,5.499922325,3.80E-08,9.21E-08
TE4G29880,1851.84566,0.48029227,0.087348744,5.498559539,3.83E-08,9.28E-08
TE1G53490,137.5060275,-1.085095282,0.197388623,-5.497253418,3.86E-08,9.35E-08
TE4G18790,171.3170616,-0.968781287,0.176270444,-5.495993896,3.89E-08,9.41E-08
TE3G03850,70.85811921,1.490819991,0.271339605,5.494295582,3.92E-08,9.50E-08
TE3G31630,22.39168099,-6.064325657,1.103955135,-5.493271839,3.95E-08,9.56E-08
TE1G36720,685.4692364,0.53398548,0.097252544,5.490709617,4.00E-08,9.69E-08
TE1G39990,103.4298057,1.3131849,0.239283892,5.487978693,4.07E-08,9.84E-08
TE2G25330,13.43110234,7.192153969,1.310732171,5.487127064,4.09E-08,9.89E-08
TE2G41850,56.47048011,1.799958849,0.328158315,5.485031972,4.13E-08,1.00E-07
TE2G35670,50.69041137,1.888594985,0.34438169,5.484016842,4.16E-08,1.01E-07
TE3G13450,1216.600727,-0.607625788,0.110803336,-5.483822167,4.16E-08,1.01E-07
TE3G21350,573.2830766,-0.615470828,0.112278073,-5.481665415,4.21E-08,1.02E-07
TE1G02940,462.8417435,0.724444613,0.132165618,5.481339422,4.22E-08,1.02E-07
TE3G19240,1100.303185,-0.462147129,0.08433644,-5.479803586,4.26E-08,1.03E-07
TE2G42380,22.24250677,6.051284723,1.105091136,5.475824141,4.35E-08,1.05E-07
TE4G24510,6788.381825,-0.336236794,0.06140921,-5.475348003,4.37E-08,1.06E-07
TE1G44610,1515.902036,-0.435660764,0.079570633,-5.475145103,4.37E-08,1.06E-07
TE2G01680,21.48485587,-3.611889793,0.659810108,-5.474135285,4.40E-08,1.06E-07
TE1G04240,650.8016375,-0.606305566,0.110771821,-5.473463947,4.41E-08,1.07E-07
TE1G43260,2318.399306,-0.363166422,0.066359393,-5.472720668,4.43E-08,1.07E-07
TE1G28550,189.667569,0.912388674,0.166727933,5.47232044,4.44E-08,1.07E-07
TE1G14070,71.53964027,1.566188454,0.286203196,5.472295483,4.44E-08,1.07E-07
TE3G19930,38.95169961,-2.096421649,0.38342864,-5.467566659,4.56E-08,1.10E-07
TE2G00500,209.190238,-0.945189388,0.172940557,-5.465400379,4.62E-08,1.11E-07
TE4G33870,497.6424407,-0.662695599,0.121295596,-5.46347617,4.67E-08,1.13E-07
TE1G35650,12.74290464,7.119462148,1.303213182,5.463006547,4.68E-08,1.13E-07
TE2G18210,28.29537471,-2.773236501,0.50794671,-5.459699698,4.77E-08,1.15E-07
TE2G08330,6935.050311,0.30066002,0.055082348,5.458373359,4.81E-08,1.16E-07
TE3G07900,1881.823737,-0.398364091,0.073003993,-5.456743847,4.85E-08,1.17E-07
TE4G21130,49.4668516,1.807608979,0.331367608,5.454996,4.90E-08,1.18E-07
TE3G22050,381.8996862,-0.77169245,0.141488713,-5.454091947,4.92E-08,1.19E-07
TE1G14670,149.2016093,-1.049899595,0.192537715,-5.45295551,4.95E-08,1.19E-07
TE2G18300,29.01955614,2.601473436,0.477101757,5.452659515,4.96E-08,1.20E-07
TE1G04450,7760.902953,0.332987053,0.061079739,5.451677694,4.99E-08,1.20E-07
TE3G21840,4175.633082,-0.325543891,0.059736758,-5.449641047,5.05E-08,1.22E-07
TE2G37200,1837.606638,-0.424611234,0.077964545,-5.446209362,5.15E-08,1.24E-07
TE4G21920,1244.919459,-0.490808273,0.090131263,-5.445483132,5.17E-08,1.24E-07
TE1G01310,23.7702536,3.29113416,0.60445247,5.444818778,5.19E-08,1.25E-07
TE4G26980,25.36577359,3.122294177,0.573453133,5.444724244,5.19E-08,1.25E-07
TE2G29260,19.8869523,3.7908027,0.696578747,5.442030372,5.27E-08,1.27E-07
TE1G29640,377.1075141,-0.67648312,0.12432032,-5.441452529,5.28E-08,1.27E-07
TE3G20700,440.2980677,-0.622927054,0.114518176,-5.439547474,5.34E-08,1.28E-07
TE1G11090,882.4503527,-0.483629763,0.088980659,-5.435223451,5.47E-08,1.32E-07
TE1G05150,70.04278414,1.496754485,0.275430357,5.434239363,5.50E-08,1.32E-07
TE2G10330,36.61568448,2.237224837,0.411845881,5.432189413,5.57E-08,1.34E-07
TE3G23320,1278.652194,0.449648798,0.082793996,5.430934831,5.61E-08,1.35E-07
TE4G32220,75.00911723,1.46007982,0.268872581,5.430378274,5.62E-08,1.35E-07
TE1G47520,139440.3052,-0.319351292,0.0589629,-5.416139531,6.09E-08,1.46E-07
TE2G19370,176.4413582,1.019289767,0.18826713,5.414061208,6.16E-08,1.48E-07
TE3G27870,52.46497065,-1.852966505,0.342329561,-5.412814766,6.20E-08,1.49E-07
TE2G37530,109.791389,-1.174085117,0.216953791,-5.411682873,6.24E-08,1.50E-07
TE1G12820,131.458873,-1.116769067,0.206383975,-5.411122954,6.26E-08,1.50E-07
TE1G11330,1293.302518,-0.449727582,0.083113992,-5.410973167,6.27E-08,1.50E-07
TE3G30280,134.7588344,-1.232708373,0.227826661,-5.410729224,6.28E-08,1.51E-07
TE1G25530,21.42962175,-3.17345838,0.586576319,-5.41013723,6.30E-08,1.51E-07
TE1G21170,2081.696813,0.393545432,0.072742311,5.410131028,6.30E-08,1.51E-07
TE1G42800,769.7489323,-0.497118154,0.091919291,-5.408202651,6.37E-08,1.53E-07
TE2G21950,28.40158638,2.664565319,0.492753655,5.407499862,6.39E-08,1.53E-07
TE2G18940,146.8787785,-1.139052148,0.210895245,-5.401032852,6.63E-08,1.59E-07
TE2G29320,1107.478397,0.471249858,0.087302955,5.397868366,6.74E-08,1.62E-07
