geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TE3G16810,268.3093612,-0.232313657,0.164947997,-1.408405438,0.15901105,0.217189074
TE2G21860,15.3895633,0.777059219,0.551961705,1.407813644,0.159186259,0.217405616
TE4G36980,6.750460165,1.222437527,0.868526603,1.407484265,0.15928384,0.217516103
TE4G26090,10.24179157,-0.994644378,0.707460707,-1.405935862,0.159743171,0.218120518
TE4G25590,45.91145532,-0.493776345,0.351229143,-1.405852434,0.159767948,0.218131509
TE3G26140,1.021802864,-3.492126518,2.484398963,-1.405622273,0.159836318,0.218202009
TE1G09800,814.6560697,0.132107203,0.094142649,1.403266255,0.160537457,0.219136233
TE2G23200,7.659227186,-1.261974129,0.899485793,-1.402995065,0.160618311,0.219223652
TE2G00470,16.85764569,-0.763802345,0.544493551,-1.402775742,0.160683723,0.219289979
TE1G18220,3923.032502,-0.084123009,0.060019012,-1.401606042,0.161032922,0.219743543
TE2G08610,16.56981676,0.769331146,0.54896076,1.401431947,0.161084944,0.219791532
TE1G14650,935.2453823,0.132516949,0.094570764,1.40124647,0.161140382,0.219844171
TE1G00470,27.02248882,-0.694319909,0.49553712,-1.401146112,0.161170385,0.2198621
TE1G07270,36.34904232,0.518168496,0.369958814,1.400611303,0.161330339,0.220057283
TE3G00390,12.17445341,1.144433138,0.81714718,1.400522655,0.161356864,0.220070443
TE1G29180,801.2891283,0.141908606,0.101357038,1.400086351,0.161487462,0.220225528
TE2G40940,132.9494738,-0.279740803,0.199824935,-1.399929408,0.161534459,0.220266584
TE3G04320,3.16543935,1.846838567,1.319726313,1.399410278,0.161689986,0.220455607
TE2G07330,7.858165844,1.145912683,0.819242232,1.398747084,0.16188884,0.220703656
TE4G15200,261.165102,-0.195793799,0.139990975,-1.398617296,0.161927777,0.220733662
TE1G44830,107.8099081,-0.352314581,0.252102913,-1.397503018,0.16226236,0.221166632
TE4G05940,3392.378592,0.083088434,0.059490264,1.3966728,0.162511987,0.221483728
TE3G24830,8.768744033,1.242366785,0.889960737,1.395979321,0.162720722,0.221745033
TE2G31440,5.295470283,-1.347990031,0.965801786,-1.395721204,0.162798467,0.221827796
TE2G02280,382.1945551,-0.167285101,0.120003284,-1.39400436,0.163316288,0.222510124
TE2G10660,6.150327702,-1.242934386,0.891969877,-1.393471257,0.163477331,0.222706268
TE1G06170,7.661328218,1.145907959,0.823217718,1.391986511,0.163926483,0.223294822
TE3G34110,9.174006726,1.039637173,0.7474408,1.390929117,0.164246922,0.223707945
TE1G03670,70.07961478,0.401571319,0.288767506,1.390638875,0.164334962,0.22380448
TE1G49330,1416.072821,-0.101467305,0.073042513,-1.389154072,0.164785904,0.224395175
TE1G18710,65.97036227,0.414096321,0.298327962,1.388057354,0.165119581,0.224826077
TE3G06890,142.4624147,-0.267691827,0.192928567,-1.38751783,0.165283918,0.225026341
TE1G08160,11.83308919,0.913334097,0.658419971,1.38716038,0.165392864,0.225151158
TE3G16120,479.1523278,0.411154322,0.296794136,1.385318214,0.165955187,0.225893073
TE1G29810,52.56225164,0.444290157,0.32074932,1.385163209,0.166002568,0.225933982
TE2G25030,6.89831674,1.151660066,0.832133876,1.383984116,0.166363318,0.226401343
TE1G10360,3.16645879,1.846562948,1.334328191,1.383889632,0.166392252,0.226417089
TE1G41860,2708.622964,-0.093479456,0.067565091,-1.383546672,0.166497307,0.226536403
TE1G12880,1.01260264,3.459605648,2.500927823,1.383328865,0.166564051,0.226575496
TE4G32340,1.01260264,3.459605648,2.500927823,1.383328865,0.166564051,0.226575496
TE4G23300,450.8367171,-0.154428617,0.111643741,-1.383226824,0.166595327,0.226575496
TE1G34580,2.476605843,-2.039690514,1.474589351,-1.383226126,0.166595541,0.226575496
TE3G28640,271.1542951,0.211403891,0.152879212,1.382816458,0.166721151,0.226722684
TE2G24720,22.05352576,0.6919964,0.500477541,1.382672236,0.166765389,0.226725894
TE1G00620,1.011589665,3.458334886,2.501667217,1.382412042,0.166845221,0.226725894
TE1G01230,1.011589665,3.458334886,2.501667217,1.382412042,0.166845221,0.226725894
TE2G11340,1.011589665,3.458334886,2.501667217,1.382412042,0.166845221,0.226725894
TE3G16790,1.011589665,3.458334886,2.501667217,1.382412042,0.166845221,0.226725894
TE4G21500,1.011589665,3.458334886,2.501667217,1.382412042,0.166845221,0.226725894
TE4G31150,1.011589665,3.458334886,2.501667217,1.382412042,0.166845221,0.226725894
TE1G47470,16.6635409,-0.735707288,0.532702008,-1.381086004,0.167252519,0.227255688
TE3G28860,4.556296951,1.580082311,1.144687862,1.380360851,0.167475568,0.22747356
TE2G17050,9.432340838,0.979880204,0.709952582,1.380205141,0.167523492,0.22747356
TE1G02230,0.998942937,-3.463936496,2.509784982,-1.380172612,0.167533504,0.22747356
TE1G54200,0.998942937,-3.463936496,2.509784982,-1.380172612,0.167533504,0.22747356
TE2G25630,0.998942937,-3.463936496,2.509784982,-1.380172612,0.167533504,0.22747356
TE3G03420,0.998942937,-3.463936496,2.509784982,-1.380172612,0.167533504,0.22747356
TE1G06380,19.78541602,0.751800384,0.544716638,1.380167836,0.167534975,0.22747356
TE4G34040,69.58709054,0.376832968,0.273109974,1.379784715,0.16765294,0.22761003
TE3G34370,11.19583802,-0.981797061,0.712011007,-1.378907139,0.167923387,0.227953463
TE3G11290,3.481459584,-1.691007467,1.226734094,-1.378462925,0.168060407,0.228115719
TE2G40860,26.8629852,-0.661537492,0.480055494,-1.378043792,0.168189768,0.228267545
TE2G32620,1.504492736,2.907776812,2.11154176,1.377087049,0.168485336,0.228644894
TE1G06470,1063.714316,0.124079302,0.090109285,1.37698687,0.168516307,0.228663127
TE1G11070,49.80752344,0.441444135,0.320608744,1.376893624,0.168545139,0.228678453
TE3G06290,616.9814721,-0.139927254,0.101688783,-1.376034304,0.168811013,0.229015357
TE1G16570,3.026385872,-1.833125389,1.332273788,-1.375937442,0.168841002,0.229032213
TE2G38330,447.2183923,0.155153561,0.112771969,1.375816726,0.168878382,0.229059091
TE3G03320,11319.17129,-0.101608697,0.073933437,-1.374326711,0.169340278,0.229651486
TE4G21970,0.997558675,3.440789325,2.503677358,1.374294221,0.16935036,0.229651486
TE4G08160,483.2355317,0.4880909,0.355246101,1.373951465,0.169456751,0.229771865
TE2G11530,29.14287203,-0.557359773,0.405843361,-1.373337169,0.169647553,0.230006663
TE3G36210,88.58494776,0.340896512,0.248327338,1.372770775,0.169823619,0.230221436
TE1G14290,8.546508218,-1.218163136,0.887483848,-1.372603162,0.169875748,0.230268166
TE1G12650,2.710698252,4.886667852,3.560648326,1.372409574,0.169935971,0.230325857
TE4G12840,12.26048139,-0.983349184,0.716897683,-1.371672984,0.170165262,0.23061266
TE1G01730,2.229659557,2.563762327,1.869250122,1.371545893,0.170204848,0.230621631
TE2G37640,2.982809256,1.775046889,1.29424232,1.371495015,0.170220697,0.230621631
TE2G13510,1.490968234,2.895421676,2.111248476,1.371426295,0.170242105,0.230621631
TE2G03630,1.490961769,2.895421688,2.11125105,1.371424629,0.170242624,0.230621631
TE3G30930,5.572505089,-1.280182096,0.933618463,-1.371204777,0.17031113,0.230690467
TE3G34510,9.760951111,-0.967522462,0.705852456,-1.370714876,0.170463856,0.230873357
TE1G16150,9.794232152,1.01175261,0.738417644,1.370163103,0.170635993,0.231082496
TE1G33290,32.07668143,0.568696431,0.415272446,1.369453803,0.170857466,0.231358396
TE2G25450,4656.481402,0.08146699,0.059504652,1.36908607,0.170972372,0.231489952
TE3G02380,8.931082993,0.985804816,0.720727552,1.367791218,0.171377437,0.232014305
TE2G31370,217.5950009,-0.259912425,0.190033862,-1.367716373,0.171400873,0.232021944
TE3G18420,37.70927788,-0.548191017,0.401060892,-1.366852336,0.171671595,0.232364292
TE1G24210,61.14630093,0.39807106,0.291638782,1.364945556,0.172270163,0.233150277
TE2G02500,41.57201153,0.457744394,0.335371997,1.364885554,0.172289023,0.233151605
TE4G04780,9.301743651,0.998664482,0.732063797,1.364176847,0.172511913,0.233429008
TE2G04650,2.476086425,-2.040938601,1.496300892,-1.36398943,0.172570893,0.233484586
TE1G05640,11.32003248,0.99796015,0.731903426,1.363513429,0.172720755,0.233663103
TE4G11260,8.603564153,-1.070494896,0.78522081,-1.363304287,0.172786631,0.233727975
TE2G17730,7.322789448,-1.149955971,0.84357886,-1.363187279,0.172823495,0.233753592
TE4G34510,1206.056891,0.103065845,0.075647004,1.362457736,0.173053473,0.234040375
TE1G03180,3.073157491,-1.854075651,1.362005037,-1.36128399,0.173423961,0.234492788
TE3G21270,3.073157491,-1.854075651,1.362005037,-1.36128399,0.173423961,0.234492788
TE1G03930,155.4552557,0.24617022,0.181002755,1.36003576,0.173818608,0.235002037
TE3G21220,563.5528455,0.140285393,0.103180552,1.359610799,0.173953119,0.235159514
TE1G54030,0.985553637,3.425681818,2.52108081,1.358814761,0.174205295,0.235410035
TE4G10270,0.985553637,3.425681818,2.52108081,1.358814761,0.174205295,0.235410035
TE2G38920,1.999633461,-2.370834121,1.744802643,-1.358797873,0.174210647,0.235410035
TE3G15730,1.999633461,-2.370834121,1.744802643,-1.358797873,0.174210647,0.235410035
TE4G13600,2.46673807,-2.008556117,1.478613829,-1.358404797,0.174335273,0.235554032
TE3G06300,6.823470091,-1.154746198,0.850254153,-1.358118858,0.174425972,0.235652163
TE2G20560,87.43862729,0.325193071,0.239491828,1.35784621,0.174512489,0.235744623
TE1G02000,0.983527686,3.423080882,2.522634172,1.356947004,0.17479805,0.236057019
TE4G20950,0.983527686,3.423080882,2.522634172,1.356947004,0.17479805,0.236057019
TE4G21490,0.983527686,3.423080882,2.522634172,1.356947004,0.17479805,0.236057019
TE3G01110,2.923013158,1.817585127,1.341724865,1.354663072,0.175524929,0.23701409
TE1G24100,18.82912709,-0.726460633,0.536641879,-1.353715878,0.17582704,0.237397454
TE1G06800,7.605197796,1.133196124,0.837188963,1.353572699,0.175872742,0.23742196
TE2G31760,23.11030247,-0.611637194,0.451878013,-1.353544932,0.175881606,0.23742196
TE1G20310,1921.172328,-0.106518396,0.078756213,-1.352507855,0.176212908,0.237844562
TE3G04030,71.99822555,0.472965816,0.349808411,1.352071025,0.176352595,0.238008471
TE1G45450,3.082518776,-1.881561307,1.391975569,-1.351720065,0.176464884,0.238103593
TE4G13880,14.30490193,-0.777456364,0.575177203,-1.351681465,0.176477237,0.238103593
TE4G32380,14.7586948,0.806944337,0.596993826,1.351679534,0.176477855,0.238103593
TE2G35730,5.865492346,-1.339903859,0.991361345,-1.351579689,0.176509811,0.238122071
TE3G21590,3.95988086,1.542399513,1.144321276,1.347872791,0.177699301,0.239701859
TE3G23520,2922.788811,-0.08546909,0.06341303,-1.347815891,0.177717606,0.239701859
TE2G04860,27.75226911,0.557894702,0.414070412,1.347342589,0.177869922,0.239882488
TE1G07220,283.6959196,-0.199418999,0.148083848,-1.346662736,0.178088879,0.240152945
TE4G26490,138.4622583,-0.283071208,0.210269185,-1.34623249,0.17822755,0.240315092
TE2G34260,484.6543873,-0.163655696,0.121583881,-1.346031192,0.178292457,0.240377755
TE3G20020,1.339917662,-2.739199902,2.035337942,-1.345820684,0.178360353,0.240444433
TE3G35430,17.00240954,-0.795465952,0.591116865,-1.345699977,0.178399294,0.240472069
TE4G07170,1913.871073,-0.49646855,0.369085935,-1.345129965,0.178583268,0.240695175
TE3G27530,2.234217949,2.567434917,1.908999826,1.344911027,0.178653969,0.24076558
TE4G23070,6.16630215,1.234385686,0.918522956,1.343881149,0.178986823,0.241189229
TE1G37080,208.9615701,-0.246142915,0.183184847,-1.343686007,0.179049944,0.241231831
TE4G28540,6.445556713,-1.167580548,0.868949513,-1.343669029,0.179055437,0.241231831
TE4G03650,36.38935337,0.49660251,0.369622961,1.343538043,0.179097816,0.241264
TE2G27740,9.053060033,-1.06401766,0.792175153,-1.343159598,0.179220301,0.241404062
TE1G34380,360.0562032,-0.174728264,0.130263774,-1.341341948,0.179809456,0.24217262
TE1G05690,8.043422793,-1.065913604,0.795079444,-1.340637861,0.180038059,0.242452494
TE1G50260,4.093060776,1.692936008,1.262831491,1.340587418,0.180054445,0.242452494
TE1G06070,282.3756832,0.277385293,0.206996916,1.340045533,0.180230542,0.242664561
TE4G35020,1.460880303,2.867594091,2.141092381,1.339313575,0.180468611,0.242960014
TE4G35890,96.69014493,-0.302769691,0.226086371,-1.339177103,0.180513025,0.242994719
TE2G18000,0.953171363,-3.405746162,2.545456013,-1.337970935,0.180905912,0.243378216
TE3G32020,0.953171363,-3.405746162,2.545456013,-1.337970935,0.180905912,0.243378216
TE3G34930,0.953171363,-3.405746162,2.545456013,-1.337970935,0.180905912,0.243378216
TE4G35080,0.953171363,-3.405746162,2.545456013,-1.337970935,0.180905912,0.243378216
TE1G02040,0.953158434,-3.405729093,2.545466511,-1.337958711,0.180909897,0.243378216
TE4G34310,0.953158434,-3.405729093,2.545466511,-1.337958711,0.180909897,0.243378216
TE1G14120,110.5448863,-0.306672332,0.229356342,-1.337099859,0.181190043,0.243729953
TE1G41010,21.78740484,-0.687615455,0.514356302,-1.336846564,0.181272726,0.243816024
TE4G18560,2.026695393,-2.316753935,1.733421899,-1.336520518,0.181379199,0.243934071
TE2G21850,1.968307922,2.340607525,1.752811741,1.335344504,0.181763619,0.244425863
TE2G01060,1.967307876,2.339854731,1.75295872,1.334803099,0.181940799,0.244638897
TE2G15990,2.509632784,2.00542968,1.503695897,1.333667056,0.182312996,0.245077131
TE1G00460,2.133256763,2.35533478,1.766064321,1.333663079,0.1823143,0.245077131
TE1G35000,7.608261527,-1.181677786,0.886057049,-1.333636235,0.182323102,0.245077131
TE1G41540,5.049482233,1.663797948,1.247887348,1.333291783,0.182436069,0.245166475
TE1G09990,4.916086165,1.424805402,1.068671133,1.333249639,0.182449895,0.245166475
TE2G20160,1.995369855,2.360383423,1.770535398,1.3331467,0.182483667,0.245166475
TE4G19360,1.995369855,2.360383423,1.770535398,1.3331467,0.182483667,0.245166475
TE4G03600,55.8309905,-0.410451407,0.307938974,-1.332898535,0.182565103,0.245166475
TE1G27810,0.957491659,3.389638875,2.543130971,1.332860523,0.18257758,0.245166475
TE2G03730,0.957491659,3.389638875,2.543130971,1.332860523,0.18257758,0.245166475
TE2G28730,0.957491659,3.389638875,2.543130971,1.332860523,0.18257758,0.245166475
TE2G38040,0.957491659,3.389638875,2.543130971,1.332860523,0.18257758,0.245166475
TE3G34350,0.957491659,3.389638875,2.543130971,1.332860523,0.18257758,0.245166475
TE4G31710,2.454521802,1.973498907,1.481046794,1.332502737,0.182695043,0.245298945
TE4G20980,4.155541897,1.603145021,1.203377297,1.332204807,0.182792897,0.245405063
TE2G01430,1.090460224,-3.577388764,2.685476711,-1.332124292,0.182819349,0.245415309
TE1G01350,0.956478683,3.388307124,2.543947306,1.331909319,0.182889988,0.245434337
TE3G17630,0.956478683,3.388307124,2.543947306,1.331909319,0.182889988,0.245434337
TE3G36780,0.956478683,3.388307124,2.543947306,1.331909319,0.182889988,0.245434337
TE3G21530,3.953577897,1.566522147,1.176235944,1.331809451,0.182922812,0.245453124
TE1G38690,17.54613681,-0.731290833,0.549366256,-1.331153534,0.183138497,0.245700566
TE3G35040,3.951526086,1.565744068,1.176261941,1.331118531,0.183150012,0.245700566
TE2G11450,55.56141739,0.409893752,0.307941475,1.331076798,0.183163743,0.245700566
TE4G16920,19.458714,0.661519485,0.49728575,1.330260289,0.183432526,0.24603581
TE1G32650,1.317538363,-2.71658435,2.04245529,-1.330058172,0.183499106,0.246099798
TE1G51560,175.5484456,0.225658096,0.169691859,1.329810975,0.183580559,0.24618372
TE1G32040,84.53206784,0.353818549,0.266261565,1.32883824,0.183901343,0.246588536
TE3G35310,11.19032251,0.868500946,0.653665457,1.328662753,0.183959258,0.246640832
TE3G06400,393.8808841,-0.159901505,0.12067276,-1.325083681,0.185143398,0.248202931
TE2G09260,13.56367691,0.792708575,0.598286885,1.324963984,0.185183097,0.248230632
TE3G04530,483.342109,0.142456616,0.107596324,1.323991476,0.185505876,0.248637745
TE2G33710,3.967583027,1.571992188,1.187490574,1.323793403,0.185571668,0.248700364
TE2G30360,86.3157261,0.317737171,0.240046501,1.323648419,0.185619837,0.248739356
TE1G26540,6.922111127,1.254506588,0.947860551,1.323513871,0.185664546,0.248773704
TE3G23350,16.83129959,-0.725855492,0.548805558,-1.322609585,0.185965245,0.249151012
TE3G35090,6.500387967,-1.249414371,0.944759866,-1.322467661,0.186012471,0.249188681
TE4G29470,22.66276825,-0.626663224,0.474502566,-1.320674047,0.186610071,0.249963568
TE3G18580,17.65991467,0.676687802,0.512437963,1.320526291,0.186659364,0.250003914
TE2G16150,2182.838636,-0.145703553,0.110359164,-1.320266917,0.186745917,0.250094152
TE3G32470,50.38382863,-0.418124154,0.31717633,-1.318270361,0.187413159,0.250961963
TE2G01280,14.84676025,0.749792762,0.568823671,1.318146203,0.18745471,0.250991829
TE4G06430,5.021210567,1.539821718,1.16824898,1.318059544,0.187483716,0.251004893
TE3G11060,43.00068337,0.465365987,0.353166767,1.317694725,0.187605861,0.251142637
TE4G13450,13.91219473,-0.802129536,0.609281644,-1.316516826,0.188000635,0.251645276
TE4G26800,23.31069886,0.592323384,0.44995188,1.316414955,0.188034806,0.251665182
TE4G18870,1.353590296,2.708285879,2.057439608,1.316337971,0.188060632,0.251673916
TE1G19340,0.957998147,3.390147449,2.576822759,1.315630823,0.188297983,0.251965695
TE2G37010,96.15009802,-0.315983557,0.240189512,-1.315559343,0.188321987,0.251971959
TE2G18020,10.36676923,1.029164005,0.782376699,1.315432843,0.188364474,0.252002948
TE2G30410,729.9251019,-0.121344313,0.092283983,-1.31490112,0.188543136,0.252216096
TE3G07060,4913.085381,-0.078277568,0.059549234,-1.314501678,0.188677434,0.252369857
TE4G14890,34.24649342,-0.498403029,0.379250922,-1.3141775,0.188786478,0.252489813
TE2G14460,3.024908689,1.794489277,1.365618041,1.314049187,0.188829652,0.252521656
TE1G33280,106.6685524,0.287323974,0.218687044,1.313859149,0.188893608,0.252581281
TE3G15470,4.704267321,1.408313883,1.072238756,1.313433109,0.189037047,0.252747164
TE4G29190,17.93594297,0.65986199,0.502437216,1.313322281,0.189074374,0.252771154
TE2G32640,13.99632839,0.824568454,0.627879719,1.313258621,0.189095817,0.252773906
TE2G36570,685.3779312,0.127484427,0.097129323,1.312522553,0.189343882,0.25304121
TE1G01240,6.464187844,1.191809634,0.908045918,1.312499303,0.189351721,0.25304121
TE4G04530,1.317044805,-2.716571434,2.069860705,-1.312441667,0.189371156,0.25304121
TE1G03310,52.76834222,0.389892206,0.297075439,1.312435006,0.189373402,0.25304121
TE2G17760,3.772940306,-1.770120236,1.348902464,-1.312267034,0.189430051,0.253078755
TE4G10030,65.22564293,0.38409987,0.292706262,1.3122366,0.189440316,0.253078755
TE4G04040,325.9953203,-0.168937826,0.128755966,-1.312077652,0.189493936,0.253124454
TE1G52620,15.30881238,-0.730345533,0.556810421,-1.311659239,0.189635136,0.253287122
TE4G30980,1424.38873,-0.101012307,0.077024241,-1.311435287,0.189710744,0.253362157
TE1G49960,3.817296906,-1.558791932,1.18918753,-1.310804135,0.189923945,0.253620916
TE4G13010,24.1561316,0.640979621,0.489217328,1.310214468,0.190123293,0.253861124
TE4G28360,4.645602863,-1.326246143,1.012488864,-1.309887141,0.190234018,0.253982962
TE3G10930,1.30264253,2.679949814,2.048659399,1.308148058,0.190823096,0.254743363
TE1G01100,11.51441115,0.873077613,0.667909519,1.307179472,0.191151765,0.255156006
TE2G09220,130.0619778,-0.270660979,0.207093184,-1.30695262,0.191228803,0.255232712
TE1G50860,7.191741474,-1.102820276,0.844765397,-1.305475201,0.191731086,0.255876918
TE3G22980,1.941258919,2.321992759,1.778916003,1.305285215,0.191795746,0.255937017
TE2G26080,1.939232967,2.320514952,1.779236991,1.304219148,0.192158873,0.256395345
TE3G05430,5626.550469,0.072292158,0.055436527,1.304052795,0.192215582,0.256444771
TE2G20850,4.315909998,1.466635896,1.124874476,1.303821829,0.192294338,0.256523598
TE4G07060,59.4181044,-0.380549364,0.292235197,-1.302202363,0.192847218,0.257234832
TE4G28970,27.56968826,0.556359638,0.427381236,1.301787704,0.192988968,0.257397581
TE2G21440,2.242465751,2.423100894,1.861692327,1.301558189,0.19306746,0.257475934
TE2G02330,22.47535115,-0.625974565,0.481002546,-1.301395535,0.193123101,0.2575238
TE4G23960,170.1482346,-0.251045232,0.192930091,-1.301223833,0.19318185,0.257563671
TE4G34030,123.8005838,0.320444169,0.246269573,1.301192695,0.193192505,0.257563671
TE1G22200,2.027097509,2.2595557,1.736745956,1.301028335,0.193248756,0.257612326
TE4G04910,941.8186152,-0.109199294,0.083941194,-1.30090232,0.193291892,0.257643491
TE2G02290,4.778727621,1.344971924,1.034322691,1.300340732,0.193484214,0.257873482
TE1G44220,111.3562566,-0.298918553,0.229972017,-1.299804022,0.193668147,0.258092246
TE1G24410,3.513245421,-1.725182665,1.327496548,-1.299576009,0.193746327,0.258170049
TE1G33000,0.840072423,-3.211704794,2.474865197,-1.297729185,0.194380411,0.258806489
TE1G50250,0.840072423,-3.211704794,2.474865197,-1.297729185,0.194380411,0.258806489
TE2G27720,0.840072423,-3.211704794,2.474865197,-1.297729185,0.194380411,0.258806489
TE4G17420,0.840072423,-3.211704794,2.474865197,-1.297729185,0.194380411,0.258806489
TE2G13720,0.840065958,-3.211695313,2.474870734,-1.29772245,0.194382726,0.258806489
TE3G07220,0.840065958,-3.211695313,2.474870734,-1.29772245,0.194382726,0.258806489
TE3G14500,0.840065958,-3.211695313,2.474870734,-1.29772245,0.194382726,0.258806489
TE4G22440,0.840065958,-3.211695313,2.474870734,-1.29772245,0.194382726,0.258806489
TE2G14470,1.980910891,-2.283508149,1.762004447,-1.295971842,0.194985186,0.259582116
TE2G09430,2.023425369,2.383130831,1.839818109,1.295307845,0.195214054,0.259860276
TE1G28250,4.035712023,1.598973068,1.234549538,1.29518745,0.195255573,0.259889014
TE2G25540,4.709051706,-1.374381237,1.061755922,-1.29444179,0.195512863,0.260204913
TE3G32750,12.5648438,0.794647116,0.614495921,1.293169067,0.195952592,0.260763527
TE2G12350,246.9174148,0.224793248,0.17386183,1.292941917,0.196031148,0.260841447
TE3G15370,1.953894212,-2.339554477,1.810270381,-1.292378476,0.196226107,0.26107422
TE1G22940,355.9295967,0.166406697,0.128925278,1.290722036,0.196800081,0.261805952
TE1G18170,1277.963722,0.099269985,0.076913204,1.290675457,0.196816238,0.261805952
TE1G44170,7.791977705,1.070107061,0.829490741,1.290077161,0.197023869,0.262055411
TE1G48510,5.92135893,1.156666745,0.897256022,1.28911561,0.197357897,0.26247292
TE3G24080,22.86384523,0.603874038,0.468474044,1.289023471,0.197389927,0.262488746
TE1G14090,4.686165919,-1.366690683,1.060480519,-1.288746618,0.19748619,0.262589978
TE1G22150,3658.213618,0.087006027,0.067565309,1.287732241,0.197839186,0.263032524
TE4G27290,10.18037798,-1.053780268,0.818978139,-1.286701339,0.198198406,0.263483252
TE4G34430,23.53617249,-0.56746143,0.4412299,-1.286090153,0.1984116,0.263739783
TE4G30800,17.397557,0.684647619,0.532508132,1.285703593,0.198546527,0.263892234
TE4G07610,4.644892616,1.327961272,1.033408405,1.285030455,0.198781642,0.264177804
TE4G06830,267.6762896,0.180507034,0.14057253,1.284084687,0.199112325,0.264590311
TE3G31850,9.540263586,0.909129989,0.708034585,1.284019181,0.199135244,0.264593803
TE2G25120,21.8205106,0.615232831,0.479303948,1.283596418,0.199283204,0.264763421
TE4G01070,212.9608547,-0.196647569,0.153216972,-1.283458132,0.199331619,0.264800765
TE4G08500,14.47048612,0.724817452,0.564885373,1.283123068,0.199448963,0.264929661
TE3G27270,10.76053715,0.977822719,0.762724025,1.282013791,0.199837808,0.26541913
TE4G02890,1.039651643,3.494880646,2.726721804,1.28171515,0.199942588,0.265531251
TE2G38340,5.083796064,1.303304314,1.016983161,1.28153972,0.200004158,0.265585969
TE3G07950,24.86706801,0.565655917,0.441431871,1.281411593,0.200049134,0.265618645
TE1G26280,54.89855276,-0.392905608,0.306679846,-1.281158878,0.200137867,0.265709406
TE2G29640,1.385689235,-2.78631172,2.176407471,-1.280234404,0.20046271,0.266113584
TE2G22290,167.9018184,-0.234740233,0.183452079,-1.279572486,0.200695532,0.266395535
TE3G05920,201.1037678,0.211497139,0.165362004,1.278994781,0.200898894,0.266638328
TE2G18100,6.859712992,-1.275589027,0.997651448,-1.278591866,0.201040816,0.266799536
TE2G26770,109.5378802,-0.272273884,0.212993997,-1.278317171,0.201137616,0.266900836
TE4G16200,946.2173397,-0.111767183,0.08749955,-1.277345804,0.201480189,0.267328212
TE2G33360,158.5961541,0.240486584,0.188361473,1.276729156,0.201697884,0.267589827
TE2G24630,68.30160514,0.374615875,0.293691163,1.275543568,0.202116913,0.268118469
TE4G07440,32.71096555,-0.499461292,0.391770967,-1.274880822,0.202351428,0.26840226
TE1G22660,30.69748935,-0.559524223,0.439098113,-1.274257864,0.202572044,0.268667561
TE4G26650,7.536151253,1.057442494,0.830025335,1.273988213,0.202667593,0.268690032
TE1G27110,0.817186636,-3.178506112,2.494986265,-1.273957359,0.202678529,0.268690032
TE2G23010,0.817186636,-3.178506112,2.494986265,-1.273957359,0.202678529,0.268690032
TE1G53420,2.014585983,2.248983947,1.76537009,1.273944743,0.202683,0.268690032
TE3G13750,5.465082364,-1.212425359,0.951728532,-1.273919314,0.202692013,0.268690032
TE1G49310,112.2443566,0.292763728,0.229914618,1.273358479,0.202890864,0.268926293
TE1G24130,0.825296377,3.168412522,2.48870057,1.273119217,0.202975741,0.26901145
TE3G25730,13.73706545,-0.785948708,0.617780471,-1.272213585,0.203297242,0.269397765
TE2G24160,7.521277828,1.16932066,0.919145901,1.27218177,0.203308543,0.269397765
TE3G03050,9.429243742,-0.897690429,0.7064414,-1.270721718,0.203827667,0.270058197
TE2G14600,35.32000143,0.498563414,0.392855094,1.269077125,0.204413558,0.270781443
TE3G32450,8.304333527,-1.004000888,0.791129415,-1.269072883,0.204415071,0.270781443
TE4G33590,4.268621443,1.424576522,1.124787241,1.266529767,0.205323479,0.271957153
TE2G02790,46.15648753,-0.420651892,0.332208029,-1.266230358,0.205430622,0.272071431
TE1G50410,21.79249466,0.649565838,0.51347698,1.265034002,0.205859139,0.27261127
TE2G40000,274.2276442,-0.194249465,0.153627152,-1.264421446,0.206078799,0.272874446
TE2G28900,0.817180171,-3.178429262,2.515878927,-1.263347464,0.206464336,0.273357187
TE2G37320,3.958243619,1.512294183,1.197872619,1.262483305,0.20677493,0.273740618
TE1G00340,45.50350053,-0.443374663,0.351426575,-1.261642386,0.207077497,0.274113345
TE3G02190,2.777799863,1.720968164,1.364256475,1.261469669,0.207139681,0.274167828
TE1G19740,68.12835466,0.400028932,0.3172062,1.261100607,0.207272602,0.274315917
TE4G22900,11.42098123,0.804800556,0.63827255,1.260904226,0.207343356,0.274381709
TE1G44050,21.75387955,0.605321994,0.480498925,1.259778042,0.207749443,0.274891196
TE1G27230,24.48060307,-0.601566347,0.477721478,-1.259240739,0.207943391,0.275119908
TE1G13380,64.68344848,-0.371724797,0.295290001,-1.258846545,0.208085765,0.275280346
TE2G35590,5.954622961,1.182521239,0.939480818,1.258696524,0.208139968,0.27532412
TE3G09760,0.811265388,3.147693917,2.501285131,1.258430668,0.208236047,0.275423273
TE2G29220,208.5557854,0.244632435,0.194413517,1.25830981,0.208279735,0.275453118
TE4G01910,5.020343238,1.304457362,1.036791424,1.258167584,0.208331156,0.275493182
TE3G04930,1.99965932,-2.373856724,1.888120608,-1.257259051,0.208659847,0.275899858
TE2G30430,23.41191302,0.563075312,0.448369613,1.255828441,0.209178177,0.276557177
TE4G36520,10.68284964,0.858558283,0.68372909,1.25569951,0.209224937,0.276590955
